smiles,log10(TC),PID,filler,vol%,html,id,rid,expt,Egap_trimer,Eiv_trimer,Eav_trimer,alpha_trimer,mu_trimer,density_filler,Egap_filler,modulus_filler,shape_bit1_filler,shape_bit2_filler,temperature,log10(thickness),crystal,disk,film,heat flow,laser flash,linear,plate,sheet,expt_1,expt_2,expt_3,expt_4,expt_5,expt_7,expt_8,expt_9,expt_10,expt_12,expt_14,expt_15,expt_16,expt_19,expt_26,expt_31,expt_32,expt_33,expt_34,expt_35,expt_36,expt_38,expt_40,expt_43,expt_44,expt_49,expt_50,expt_51,expt_52,expt_53,expt_56,expt_57,expt_60,expt_62,expt_65,expt_66
CCC,0.255272505103306,P010001,BN,10.089928057553957,2.0,45008-1-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.2787536009528289,P010001,GR,17.314814814814813,2.0,47732-6-1-1,47732,19,11.4397,11.4585,-4.5506,33.46,0.0556,1.94,0.0,122,0,1,23.0,-2.5228787452803374,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,0.3010299956639812,P010001,GR,17.314814814814813,2.0,47732-9-1-1,47732,19,11.4397,11.4585,-4.5506,33.46,0.0556,1.94,0.0,122,0,1,23.0,-2.5228787452803374,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,0.3138672203691534,P010001,BN,20.17985611510792,2.0,45008-16-1-5,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.494850021680094,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.3222192947339193,P010001,BN,13.453237410071942,2.0,45008-10-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.3424226808222063,P010001,BN,13.453237410071942,2.0,45008-2-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.3979400086720376,P010001,Cu,30.0,2.0,15201-4-1-2,15201,1,11.4397,11.4585,-4.5506,33.46,0.0556,9.22,0.0,139,1,1,50.0,-2.3010299956639813,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,0.414973347970818,P010001,Cu,30.0,2.0,15201-7-1-2,15201,1,11.4397,11.4585,-4.5506,33.46,0.0556,9.22,0.0,139,1,1,50.0,-2.3010299956639813,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,0.4623979978989561,P010001,BN,16.81654676258993,2.0,45008-7-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.4771212547196624,P010001,BN,20.17985611510792,2.0,45008-8-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.4771212547196624,P010001,BN,16.81654676258993,2.0,45008-11-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.505149978319906,P010001,GR,25.97222222222222,2.0,47732-7-1-1,47732,19,11.4397,11.4585,-4.5506,33.46,0.0556,1.94,0.0,122,0,1,23.0,-2.5228787452803374,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC,0.5797835966168101,P010001,BN,16.81654676258993,3.0,45008-3-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.7708520116421442,P010001,BN,20.17985611510792,3.0,45008-4-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.7708520116421442,P010001,BN,20.17985611510792,3.0,45008-12-1-2,45008,57,11.4397,11.4585,-4.5506,33.46,0.0556,1.96,4.27,103,0,1,25.0,-2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCC,0.8129133566428556,P010001,GR,25.97222222222222,3.0,47732-10-1-1,47732,19,11.4397,11.4585,-4.5506,33.46,0.0556,1.94,0.0,122,0,1,23.0,-2.5228787452803374,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
